track_id,track_name,track_artist,genre_name,track_popularity,album_id
1ZXu0ib26kWfQQngREMcU2,Giant Steps - 2020 Remaster,John Coltrane,jazz,49,4jTDjHLMFCHWrjuP1qmCf4
1GZD0TZJHmdQaZsucHBmWT,Besame Mucho,Dave Brubeck,jazz,49,5LiPzuR79DTTmyROUm2luC
2qswPLZD9CbUoSidGNyxwm,It Ain't Necessarily So,Mary Lou Williams,jazz,49,6VflpBTIdO5wvutZII2Grw
4SFBV7SRNG2e2kyL1F6kjU,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude","Johann Sebastian Bach, Lang Lang",classical,60,1XORY4rQNhqkZxTze6Px90
3zLTPuucd3e6TxZnu2dlVS,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Ludwig van Beethoven, Igor Levit",classical,63,230jpjk9w7MGupNMMvXoaN
0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",classical,65,2y85NsbsBnGTXcXgHpj3PD
1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande","George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",classical,63,657D9POYWMrDMK9MWNxPHL
1cmigB9I6IRpFqjIbzvSQB,"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Alice Sara Ott",classical,65,4Ll3RGpn0eVY6MMKPTP99C
5fdp9rXfEixCGLM1Og4EN1,Gnossienne No. 1,"Erik Satie, Alena Cherny",classical,62,4ZWDD7tNRRMB2eO4B5LsJh
1n9741DApqn5gvuxhgerCt,Tales of Hoffmann: Barcarolle,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",classical,51,72eREPpDWnlR5o2hUExugS
0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",classical,55,2xhhbZySK489esUAtrs65j
0k6P9cdEA9K3k0ASde2Kof,Rodrigo: Concierto de Aranjuez: II. Adagio,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",classical,53,2K6XjvDKO2HTCDqGZkph9e
4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto","Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",classical,60,5lVqgXqdoIH3W1wUM2hzPx
3GecLjGMqzjmgkvy2v41Wf,"Ständchen in D Minor (After Schubert), S. 560","Franz Liszt, Lise de la Salle",classical,53,12TLeKJv0q5fnF2obaf6Is
2u9VGZmVz7Rm01SfDgzcfA,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3","Franz Liszt, Lang Lang",classical,60,39Hh5k01di42nUCLn8Wxqu
4FycxLfl7H5CQnqw9J6LXZ,Palladio: 1. Allegretto (arr. for Strings Orchestra),"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",classical,58,1EICPBWv4fDj3sy3vn6p0y
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis",classical,68,4bNwPPpk01D8pVV9IFSBde
2mRUmSG3XGjFloqgAT2UJN,Eine kleine Nachtmusik K. 525: Allegro,"Wolfgang Amadeus Mozart, Andrew Watkinson",classical,49,4XtXDGPvBn9DMDWuqZ0uX9
04eShjKTWijeJJqGnhxpYK,Scheherazade: The Tale of the Kalendar Prince,"Nikolai Rimsky-Korsakov, Lars Hjalmar Joakim",classical,57,3QXtNXmOyrOfZ2mWG4rw9v
2MSgFefjK0T7Iwjvr3OKqV,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.","Frédéric Chopin, Mikhail Pletnev",classical,65,3hW1TEeZRJ01XycQFABjj9
3QqPgzOcv9titKufFR0gsQ,"Piano Concerto No. 3 in C, Op. 26: 1. Andante - Allegro","Sergei Prokofiev, Behzod Abduraimov, Orchestra Sinfonica Nazionale Della RAI, Juraj Valcuha",classical,44,5hOFetItodSTqXX2uKz5Pa
30bQxViotttoZ7x2iUP2L9,"Zadok the Priest (Coronation Anthem No. 1, HWV 258)","George Frideric Handel, Trevor Pinnock, The English Concert, Simon Preston, The Choir Of Westminster Abbey",classical,47,7Gi7VwRTgcVL9jKilHtztX
5xbuJuQsTVheVZvX2AJVIv,Spring 1 - 2012,"Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder",classical,62,5yuG2LEkf7QA9ZGIXldCmy
4d1ZlOcZYFcjqNJ5VdautO,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Radio Edit","Edvard Grieg, Alexandra Dariescu, Philharmonia Orchestra, Tianyi Lu",classical,45,0WSePQx9rAMua5bZ3OZs5d
1ISbc05WTtcVh7q7QOXuu4,William Tell Overture,"Gioachino Rossini, Arthur Fiedler, Boston Pops Orchestra",classical,47,72eREPpDWnlR5o2hUExugS
7e8ZbMDwjdbUHWsoMOlZCd,"Bizet: Carmen, WD 31: Prélude","Georges Bizet, Michel Plasson, Orchestre National Du Capitole De Toulouse",classical,46,249X9ZjhWATM2KlkcCh9pt
1CSaCKPIp2yCIDL3t7Fyau,Barber: Adagio for Strings,"Samuel Barber, Sir Simon Rattle, Berliner Philharmoniker",classical,55,4zW79KZjDenZMLXSGU0Mqu
0S0YKiEdR9cT9pYgEaTevF,O Magnum Mysterium: O magnum mysterium,"Morten Lauridsen, Chamber Choir Of Europe, Nicol Matt",classical,49,2KpDg5XbaWzQWepVfDpefT
2nVt0n0aSj3AwZjakMvDHX,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,"Aram Khachaturian, London Symphony Orchestra",classical,44,63PTC3GOG8kFdMthv7iXg8
4Dcm4KMuDz0l01weeSpD4J,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),"Alexander Borodin, Angelina Shvachka, Dmytro Popov, Mykola Koval, Taras Shtonda, Mykola Hobdych, Kiev Chamber Choir, Ukraine National Radio Symphony Orchestra, Theodore Kuchar",classical,45,7EvHAkgN8py1HEVvUtszxy
3ynbqSi0Z7e3FdcZrhOnQC,"Pelléas et Mélisande Suite, Op. 80: III. Sicilienne. Allegretto molto moderato","Gabriel Fauré, Berliner Philharmoniker, Daniel Barenboim",classical,43,67DGWJ9ypKs6NPnENGGY0Q
3MGdBHevIGU82NqTM2S1PF,"String Quintet in E Major, G. 275: III. Menuetto","Luigi Boccherini, Orpheus Chamber Orchestra",classical,46,0eKd0WGHFP7flkzOuoEgMc
3Yf8ais15iSDj9i0at2fOC,Piano Concerto in One Movement: Adagio cantabile,"Florence Beatrice Price, Jeneba Kanneh-Mason, Chineke! Orchestra, Leslie Suganandarajah",classical,43,7ICuukmLLzvOAgrHzvHGOh
3MRQn2RYo2VLYMoStnLRxu,"Ravel: Pavane pour une infante défunte, M. 19","Maurice Ravel, Bertrand Chamayou",classical,55,5Ui8Uj9oHn2yT7Duo0welM
0xX7kREWmOGBWzYNcpZwRN,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso","César Franck, Joshua Bell, Jeremy Denk",classical,48,5FUPAG4ZjlOSJf0t3uITB7
419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile","Sergei Rachmaninoff, Daniil Trifonov, Philadelphia Orchestra, Yannick Nézet-Séguin",classical,53,7lj4fT2SzKOFw8rvSrVivF
4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,"Arvo Pärt, Vladimir Spivakov, Sergej Bezrodny",classical,47,69iw6Zy6fh2dSnEgBTZKJE
52GmHO5DikTIKc3yBmTTT1,"Symphony No. 8 in B Minor, D. 759 ""Unfinished"": I. Allegro moderato","Franz Schubert, Wiener Philharmoniker, Josef Krips",classical,38,2nFVSsVHVJtGAnw37l8hwC
2OHnoGjn6X6kDwzO7Rw0Y9,The Sorcerer's Apprentice,"Paul Dukas, Philharmonia Orchestra",classical,43,2whukRzuzg6VUBKkcEKfJp
23if4cvw0UI7c8Uc5OOvss,"The Marriage of Figaro Overture, KV 492","Wolfgang Amadeus Mozart, London Philharmonic Orchestra, Alfred Scholz",classical,43,01mjP8kk8EVXDKOZM5342V
57RRXysNvNZl8f5KPwEvuU,"Petite Suite de Concert, Op. 77: III. Un sonnet d'amour","Samuel Coleridge-Taylor, Chineke! Orchestra, Anthony Parnther",classical,44,0I1imAdheexQgRTs6t7Hg2
3MsEJbnW0SYWNzQ6D1j5Xm,Back on the Road (feat. Lil Wayne),"Cordae, Lil Wayne",hip-hop,61,7oZOlyOhZSUn1zfojIzMHR
2JapCT0xikq6Fy1PQiJz1C,The Viper,BabyChiefDoit,hip-hop,68,3cQR7hyzZEbwAESuPEu8qR
1haa8GXT0cl9wzRnpZG0YH,"Bent (with Kyle Richh, Jenn Carter & TaTa)","41, Kyle Richh, Jenn Carter, TaTa",hip-hop,68,1xfZEllNKEGORjebzxus4t
2bPI4TKM4oTxl2SijUXM2J,AHHH HA,Lil Durk,hip-hop,56,0vRN2oePynCSTspdY9NDsM
47ePKoUVfNVUZKtzpqLF0y,Floridaboiii,Yung Rich Cuban,hip-hop,24,2sLLqcLa7s8C9PxSIlDup9
0EZbyAbK3nAoqjJPVtlJfD,Legend,"Venture Klan, Tacitoak, Li Pierre",hip-hop,21,68ouMukuiIvlDyUOzWzRlB
1Y5Jvi3eLi4Chwqch9GMem,Super Gremlin,Kodak Black,hip-hop,66,7sX9VE0I4zbslanrLXR5aR
2EdTP3jUWOd9S9K3JWdPSk,OverSeas,Nosy!,hip-hop,16,1usLy1xeHrsQfBnvfAfAZW
5WeEwnUVUiAOPcFyujsqQu,U Can't Do That,IZZY MEOCK,hip-hop,19,7dKAguMKAnTlYfEsOV9zlR
3Sjbcmz4uczwee7uzr7R61,sharktale,Sopperior,hip-hop,15,5i4QbGDEy0q8LF1ITCcsSu
2ZRdQMMKtmPLdYp9aP5cK5,Hawk Em,Pop Smoke,hip-hop,62,6d1vGZsr6Uy3h9IigBpPAf
7kQUdVjev73xIuwu7W6YW9,Welcome To Brixton,SR,hip-hop,64,2cJGDIj1sw0CRisyitZqdQ
7CDzNPH7c38MN47oLJFllv,Japanese Steel - Eerie Remix,Ollie Twist,hip-hop,16,5afZd1phwTmwyYYgFcI9MV
2IT0T0EqPaUxasjl2o8J2G,Christopher Walking,Pop Smoke,hip-hop,55,4MZnolldq7ciKKlbVDzLm5
4B1HkmoPxGnIiovU1iy4IL,We Getting Money,Sheff G,hip-hop,57,3Xvvi8uwGnuj9nF7fr2h39
327maCobrzQZ20H1LwQ6Bk,Eyes Red,"Lil Durk, Only The Family",hip-hop,47,3ZuNOvosbywUYTfgZc09tU
2lyf7dCSZ6voEUQnIwsy0r,maple maple,baba bonet,hip-hop,15,1SSQuRymA0s66oxFuIvXLc
7FGdjbZ32vMybPuP0IuE7d,Back in Blood (feat. Lil Durk),"Pooh Shiesty, Lil Durk",hip-hop,67,2UwJ4Nt10VStLczYefhcEV
1PMeWRoz0QBKRcnmtJDOAZ,Static,2JtheRichest,hip-hop,23,2Bm3vb5FRdZ1RjUsncTJJm
07AQkmp456NpEnT8HR7WLy,M4,"Teto, Matuê",hip-hop,68,0yqUVjjoQFD1wtu4OJSNM3
2FIm6YsSGL5acOqSuJDh5s,Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",hip-hop,68,4yE7L5RhMkjX7KkweWjFYk
1ZAyjvIk9YiD76yYy0TEG6,Plug Walk,Rich The Kid,hip-hop,65,1Hno6CtKbaFNAEPjRHDrc6
3TXy6nchgKeYlVwOKNk9lE,100 Shots,Young Dolph,hip-hop,65,55GbaLX8yU1Agf7wjhez7W
3ua3rqwBNmeGeQfcKnA3bT,Groupies,"Doode, Teto, Matuê",hip-hop,63,6GyknQiPJF4HKS85cxB5Wi
1jHHHH1GlrwdO5az2Q6A6K,Boulot,"KeBlack, SDM",afrobeats,24,6ny3VhgjCxyIkGAJk7TjsK
6ZBXya9ewPZa6zXDRfPhog,WAHALA (feat. Olamide),"CKay, Olamide",afrobeats,61,59BxJKNg7wRYlJxAahb3YW
1FEh2VLXCzHr4DhMLufrs5,Hm Hm hm,Youka,afrobeats,68,6oWVZRNxLYd8K32YuRAbzz
7JKGyMt8qkTaUHXFpxgjY2,Après Minuit (feat. Tiakola),"Wizkid, Tiakola",afrobeats,44,3dLXfyaG1kYeSQknLs2LP1
1lRtRYr979UcWFC0By63Er,Minimum ça,Dr. Yaro,afrobeats,58,2q5EahZjBppWAcWXG6nuha
6cyXHTix4NQ069gKJEYv41,Tshwala Bam (feat. S.N.E),"TitoM, Yuppe, Burna Boy, S.N.E",afrobeats,66,1ZyNY4zHrl8MMzZ5li2Pm2
0QgxlcdUM6wUniw0ppYQlG,Satanana (feat. DRE-A),"EBOLOKO, DRE-A",afrobeats,53,6RrXnrMFJMjdzVBploTzHD
4K5lYtD8r6OFRbzWc6MwCS,AZAMAN,Rema,afrobeats,67,2DDaN7Pgx9uDPd8IbWWW9H
3XY89uVwerVVtRNiWWxvt6,DIS MOI,"DJ Kawest, Joé Dwèt Filé",afrobeats,59,2gzMGjPQE1x5FTSoJlaOwy
1xHHbz3YLEbqAuQFkM9Zcg,42,Aya Nakamura,afrobeats,65,18JyTvFLFrwZowo7rw9wO2
3IedXlFglIwo754rxOID4x,La vie d'un... / Ma préférée,"Dadju, Tayc",afrobeats,57,1iu85lxdKFTb98yP1Vxnfn
40t1l3IPtEIjlhAUPxn7jd,Toma Toma,"Ruger, Tiwa Savage",afrobeats,61,4o6yKd0pkk355Ttn7uyiDS
2q0wKlSmIWLdpCwwKjLPxZ,Presidente,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",latin,64,0jVUqz5x4VgFMYIof4Q64d
0LQsM0KYkSyCdN6TCo63vp,"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)","De La Ghetto, Yandel, Ñengo Flow, Daddy Yankee",latin,60,2rJgEmLWnlXEYnIPIgAMbc
036nr5jRMRlrvtEVvld4lj,La Bala,Calle 13,latin,48,3yqcj5G3zkeXuWIx6cjQgx
1xuYajTJZh8zZrPRmUaagf,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)","Calle 13, Totó La Momposina, Susana Baca, Maria Rita",latin,60,3yqcj5G3zkeXuWIx6cjQgx
2ZR2Cox8oGFMdvPLiNKrJO,Digo Lo Que Pienso,Calle 13,latin,43,3yqcj5G3zkeXuWIx6cjQgx
5NOtC9vnvCuEy6IaNflffX,Adentro,Calle 13,latin,52,1gDqOyL8NmU2LQPtFutRng
6hrNshJaEQf0xtbHF1syxS,Epílogo,Canserbero,latin,49,29N9nfcvov8KfyF2X8Mj6P
5DmUzQkGpAi6Z7hIaP5lwm,Clima Tropical,Canserbero,latin,47,29N9nfcvov8KfyF2X8Mj6P
5C0UjpLuu3eGJ0ECK0dTV3,Aceptas,Canserbero,latin,58,29N9nfcvov8KfyF2X8Mj6P
7tOAN6w4a1LD0iqkRnIrhZ,1977,Ana Tijoux,latin,51,3ZhTbUZNobDXuzcYWGzxA3
4BxzNZpcm1j3JczZzGNe2k,Bandoleros,"Don Omar, Tego Calderón",latin,68,4SJhZBuuLYlwUJGxWf8Pj0
60ePcJqdI3eYuC4D6j2nDw,¿Qué pasa?,Orishas,latin,38,7IiwG6cgejO8nONuFN0jof
4AUMwz00G4hFZxY26MyoWV,Abayarde,Tego Calderón,latin,51,6Q1kiSijkaHwoCwZUHW6IY
6HFRqU7JQf3J4ukXW2NGoA,La Fokin Moda,Calle 13,latin,36,1Tng1uGqDjFgs6n4Ud25fH
322LgcUL3uhHbpUQP57WUF,Shock,Ana Tijoux,latin,41,2zKOLLaPdOm8gouCwbzkgF
1yxE5zAfz69Z5iHIYigCH4,Rueda De Prensa,Akapellah,latin,11,0s1Ieqb1kLiq23TmVFi9fs
6y2GBwBg3jE70j5G1xDWxh,Milki,Akapellah,latin,31,3Y337pd4EqT9OPLWPpHIXa
4vnH1hQW58pgrREpN29pfu,La Vida Es Un Freestyle,Akapellah,latin,16,0s1Ieqb1kLiq23TmVFi9fs
6Vw2g1lzPoe9hxKn0tsk8a,Fue un Placer,Los Aldeanos,latin,36,0uZZRTaZRaEc1CBjfwAi0m
6tU65PBnpDOOpTeMwHKD4l,Alegria,Tego Calderón,latin,42,6nD8dUiT7uaVD1fNS9Fk2j
1xk8U9rBakAbCpnQiLnu5q,Payaso,"Tego Calderón, Eddie Dee, Voltio",latin,34,1walNH2TBWePmw3KT3BDJ5
5z1IjhVtDVXgGC66axmXsJ,Lo Hecho Hecho Esta,"Tego Calderón, Chyno Nyno, Voltio, Pirulo, Ñejo",latin,25,6nD8dUiT7uaVD1fNS9Fk2j
2hTn8oS49IQULxAWs7hEBz,Sakhiyan2.0,"Maninder Buttar, Zahrah S Khan, Tanishk Bagchi",indian,58,5iXTBxq6U8TlbjRIDEDItN
72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt",indian,68,0Z1zYMwJRpvq0d9rdqTOYo
3jf5303mzzJ96O8xFTcEn4,"Mann Bharryaa 2.0 (From ""Shershaah"")","B Praak, Jaani",indian,67,37nWpT1gls52Tu6pymuPw3
2rU33n6Fhd6G1MzYhUj6C5,Lut Gaye,"Jubin Nautiyal, Emraan Hashmi",indian,59,1A6zSLiNekSSlyPuJmka71
6Sflud15ff1KqBzg6wj78S,Kabhii Tumhhe,"Javed-Mohsin, Darshan Raval",indian,54,5BLwx5IlfoWOrjJJ3i7gbK
0TfgaukeVsfWATMe9yhgip,Not Giving In,Broken Colours,rock,13,71nKFr0YNMj8kl6IIm6dK9
3LDUC6pWq2AdXJ0S2lxEib,She Loves You,Reid Anderson,rock,13,69jS3kTG5zBmMzWYMGO0uU
1CcBdUpEv1WqlPT8Yekx5Q,Hazel Hall,Motrik,rock,26,4j5Zvu7gnTgJdfuUznXmGl
3oLCOTExAEx9gASqeBvXBv,Too Many Songs,Rebecca Aadland,rock,21,4shZBFUDhI64ZBYfR9YDXC
4quXR0oI7XSPzsFQ5ty4vH,Better Weather,Jay Statham,rock,42,15WkDCPxcsQtNKXzgNUZRX
1Xzlvc4HyrHuAi8RXDCdXZ,Devil Got You,Madame Kapuscinska,rock,18,2WBsCZ07Pcb08ANY7Rwc1o
2Agv1zBkTPNAz7c5mqyYqG,Just Another Daydream,Jacob Reddy,rock,22,74CYy7hQHnwSh1njbbrxIn
5j3xL75UoTdh0DT73gwGuf,I Saw You Cry,Feet down Below,rock,24,1ka6j3EYWpeyVpouIM1SMS
4axoyziQCRxt7B7yuPXm1a,My Girl,Mayflower,rock,28,7fpllE2dNr5YAQgJTKjmzZ
13mJjwtOA7LodaWQA9RVu7,To Feel The Sun,The Scarlet Goodbye,rock,32,2QiwZVkULnHHCyxdVl2cEg
2SgTneA7u4FQXHka56mWAS,Pieces,The Juice,rock,28,4xA7p1kzM3IGbqZgWDIVKu
5OeBUptBXGKdhQW9EEJ97P,Waiting,Grimm Jack,rock,31,4HXhX3wbUoC0BDDaWabr0f
0KHgwiEyuQsfg9vA4WgmDS,Ocean Lights,George Knight,rock,22,5MqOyw5jcHEE9vTR04xNP1
3hnvwcc5XMgDKLfrsTtrLq,I Feel,Beka O,rock,33,13HS1EngZUqsYi1QopnRPS
4JR5cGIBTYHtebZi8Fre1V,V.,DIAMØND SNAKE,rock,30,0DNT7m0yf1Zhw7khbdDb9j
0KuuQk0FYWkjycp1SLT5zp,Starlight,The Lone Monkeys,rock,29,2dgxtv3Tj6Dmb3Wl0tpUVc
7fmJGzyvOcbh6UANsH8Cp6,Lisztomania,Phoenix,rock,58,0xG5b9nkWxKc5VTpo6Fq5I
3ZZyUf7WkhfN1JkQZZ00fI,People Watching,Sam Fender,rock,67,2Qg1mJJObwIAJiFHTQvl9E
3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,alt-J,rock,68,6k3vC8nep1BfqAIJ81L6OL
63ABAnFKJCp28TAyqf2cGL,ROCKMAN,Mk.gee,rock,68,6IhX5HhXNXC8l0vv7QCrrK
4MXE6VCvTsQitHWrAxj7Kg,Maple Syrup,The Backseat Lovers,rock,67,3TSMSh5dai7WEnEGOoMXBZ
1swz9stsbG1p34SJHJqiww,Murder on the Dance Floor - triple j Like A Version,Royel Otis,rock,67,02tTPri1bqHRdIwhz4gceP
2Iq6HhIquO7JKr0KfTNLzU,My Type,Saint Motel,rock,66,2r69WsAMyjbgLf8c4woaUr
0DmkBOGgEWMbUJlL6VwwF2,Helmet,Steve Lacy,rock,66,3Ks0eeH0GWpY4AU20D5HPD
4u7vj352S98d9iA7ac1EVG,Alesis,Mk.gee,rock,66,6DlLdXBGCsSDPOV8R2pCl7
260Ub1Yuj4CobdISTOBvM9,Wet Dream,Wet Leg,rock,66,0r9awI5WRCZpwk0aVQ4bKO
5JWPUEov2wlX7c0jhYZpeB,Lost In Yesterday,Tame Impala,rock,65,31qVWUdRrlb8thMvts0yYL
4vjvx7Zxkb4AltGcZ0BBvI,Kyoto,Phoebe Bridgers,rock,64,6Pp6qGEywDdofgFC1oFbSH
3p84R45PM75ngq8XRoe45o,Nothing Matters,The Last Dinner Party,rock,64,2YSFu2hX0S6fnXlaeqLhP3
65leXqfkdViSssEVN23uYL,Mama's Boy,Dominic Fike,rock,64,6dgC3pUWlaKFLbm1sIQxGA
297PYWIVLP38C1a92ND8Kv,So Cold,Balu Brigada,rock,63,3YaYl0E68bxDnW1gutZAgs
3CTBfot80XAOyuaJ1jcN5z,She Wants To Go Dancing,Mt. Joy,rock,63,1UuqWBMwyWnevv8qMBCzyO
1sWYVBg7ix2WAq43J9nY7E,Are You Looking Up,Mk.gee,rock,65,6DlLdXBGCsSDPOV8R2pCl7
3DCU0R5FFaB9GKxZERb5wr,Temper Temper,Lime Cordiale,rock,63,5YlzKbkGoIIFnBOnYwU3kl
4lY95OMGb9WxP6IYut64ir,Shake It Out,Florence + The Machine,rock,62,5SxudoALxEAVh9l83kSebx
1pHP4JeQV9wDx87D6qH9hD,Here It Goes Again,OK Go,rock,62,1qN6qh1gwgrYTCdSq21gov
5MAKcQ6f6QvqZE21KD2AW5,Nack Nostalgia,Royel Otis,rock,60,0T76MIpjGDea7AZyBjqoPA
3ySU5vwQB33iGulwcUL9qQ,Don't Take The Money,Bleachers,rock,60,10HKbC9lKDHGQvndGck6XJ
4Z59a9hIn8EMsni3OiqGso,Think Fast (feat. Weezer),"Dominic Fike, Weezer",rock,60,2T7LuxZRr6SQMgABLtoYTH
2WGcpz55A2vrvh6foEGCNL,Calling After Me,Wallows,rock,60,0nwCSeTiLqsDU07k4MopnW
5EV4bGHxVN0kHpcAFvgnTt,"Dance, Baby!",boy pablo,rock,60,1D3JNjKm7QRaHcIBzv0Xdn
4YMc3A256xFBS0xcT77Qce,help herself,"bbno$, Diamond Pistols",rock,59,1LeB4us5kQb6xoSXM1kws8
1BwhFXqoIsePt21WyWIttb,I Wanna Get Better,Bleachers,rock,60,0cnNCK2xpudXjB8pzsrYy9
64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",rock,59,4V9YFKLqZ5h8nQFTvDQscC
1Ug5wxoHthwxctyWTUMGta,1901,Phoenix,rock,60,0xG5b9nkWxKc5VTpo6Fq5I
4j4pPKE3xAblPIbhxScC1j,Rawnald Gregory Erickson the Second,STRFKR,rock,58,4mBSeOEiQ4WgDaCnydb0tZ
7BDPv8Z4CzJFRnwWmB6C8y,Osmosis,Good Kid,rock,58,1sfZzqkDMiJiYXfO0hQPKh
7bSlafYF33JHLoB9NtsL9V,Look At Us Now (Honeycomb),Daisy Jones & The Six,rock,58,4ouqACcnzsOvtUlnj5abyo
1eNrlXlW7Cj1QB1YUcZmpb,Campus,Vampire Weekend,rock,57,7n8NJkGKAl2np1bXiRn0CY
7ddVpLW467CLYffbPRQNmH,Take A Bite,beabadoobee,rock,58,7sgA12Lei0Nx2SX8iAMSU6
2YxXuCdbUpil3P7tRjhW1t,Banquet,Bloc Party,rock,57,0urhQCsjpczjC8zbTMtd8t
3e0yTP5trHBBVvV32jwXqF,Anna Sun,WALK THE MOON,rock,57,1QhonXpNQq8wrGEKX0ofbk
38xXr3MkiKNzNDv4JDJagF,$20,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",rock,57,0e9GjrztzBw8oMC6n2CDeI
6DIMM15oo3kxnCuVypaYGy,Give Up Baby Go,Peach Pit,rock,56,291A3Ud0sbMSfmG48k6GQY
4ZbgM8IdNDQ1G9atMLvKBf,Glum Look,drawn animal,lofi,40,3D3AYyKxxfxagXU3BiY4aZ
4loxJClOvjpnA67XzbFyNB,on the edge,Zupa Fitz,lofi,53,5QBF1PNRxB5bUEK03sLkwU
497uRS0yJp0mo9eVxI2Nje,pink skies,morning green,lofi,53,6qp0FBE7CcsGXFQBGMnggx
